"0","1"
"Tolcapone","Dyskinesia|Nausea|Sleep Disorder|Dystonia|Dreaming Excessive|Anorexia|Cramps Muscle|Orthostatic Complaints|Somnolence|Diarrhea|Confusion|Dizziness|Headache|Hallucination|Vomiting|Constipation|Fatigue|Upper Respiratory Tract Infection|Falling|Sweating Increased|Urinary Tract Infection|Xerostomia|Abdominal Pain|Syncope|Urine Discoloration|Dyspepsia|Influenza|Dyspnea|Balance Loss|Flatulence|Hyperkinesia|Chest Pain|Hypotension|Paresthesia|Stiffness|Arthritis|Chest Discomfort|Hypokinesia|Micturition Disorder|Pain Neck|Burning|Sinus Congestion|Agitation|Bleeding Dermal|Irritability|Mental Deficiency|Hyperactivity|Malaise|Panic Reaction|Tumor Skin|Cataract|Euphoria|Fever|Alopecia|Eye Inflamed|Hyertonia|Tumor Uterus"
"Tolsura","Gastrointestinal|Nausea|Vomiting|Diarrhea|Abdominal Pain|Anorexia|Edema|Fatigue|Fever|Malaise|Skin and Appendages|RashRash tends to occur more frequently in immunocompromised patients receiving immunosuppressive medications.|Pruritus|Central/Peripheral Nervous System|Headache|Dizziness|Psychiatric|Libido Decreased|Somnolence|Cardiovascular|Hypertension|Metabolic/Nutritional|Hypokalemia|Urinary System|Albuminuria|Liver and Biliary System|Hepatic Function Abnormal|Reproductive System, Male|Impotence"
"Tolvaptan","Dry mouth|Constipation|Thirstpolydipsia,|Asthenia|Pyrexia|Hyperglycemiadiabetes mellitus,|Anorexiadecreased appetite,|Pollakiuria or polyuriaurine output increased, micturition urgency, nocturia|The following terms are subsumed under the referenced ADR in Table 1:|Thirsta|Hyperglycemiab|Anorexiac|Pollakiuria or polyuriad|Gastrointestinal Disorders|Thirst *|Hyperglycemia â€ |Anorexia â€¡|Pollakiuria or polyuria Â§|Thirst*|Hyperglycemiaâ€ |Anorexiaâ€¡|Thirstpolydipsia;|Hyperglycemiadiabetes mellitus;|Anorexiadecreased appetite;"
"Topamax","Asthenia|Fever|Leg pain|Paresthesia|Dizziness|Ataxia|Hypoesthesia|Hypertonia|Involuntary muscle contractions|Vertigo|Constipation|Diarrhea|Gastritis|Dry mouth|Increase in Gamma-GT|Weight loss|Epistaxis|Anorexia|Anxiety|Cognitive problems|Confusion|Depression|Difficulty with concentration or attention|Difficulty with memory|Insomnia|Decrease in libido|Mood problems|Personality disorder (behavior problems)|Psychomotor slowing|Somnolence|Anemia|Intermenstrual bleeding|Vaginal hemorrhage|Infection|Viral infection|Bronchitis|Upper respiratory tract infection|Rhinitis|Sinusitis|Alopecia|Pruritus|Rash|Acne|Taste perversion|Cystitis|Micturition frequency|Renal calculus|Urinary incontinence|Flushing"
"Topiramate","Asthenia|Chest pain|Fever|Leg pain|Central & Peripheral Nervous|System Disorders|Ataxia|Dizziness|Hypertonia|Hypoesthesia|Muscle contractions involuntary|Paresthesia|Vertigo|Gastro-Intestinal System Disorders|Constipation|Diarrhea|Gastritis|Gastroesophageal reflux|Dry mouth|Liver and Biliary System Disorders|Gamma-GT increased|Metabolic and Nutritional Disorders|Weight decrease|Platelet, Bleeding & Clotting Disorders|Epistaxis|Psychiatric Disorders|Anorexia|Anxiety|Cognitive problems|Confusion|Depression|Difficulty with concentration/attention|Difficulty with memory|Insomnia|Libido decreased|Mood problems|Personality disorder (behavior problems)|Psychomotor slowing|Somnolence|Red Blood Cell Disorders|Anemia|Reproductive Disorders, Female* Intermenstrual bleeding|Vaginal hemorrhage|Resistance Mechanism Disorders|Infection|Infection viral|Respiratory System Disorders Bronchitis|Dyspnea Rhinitis|Sinusitis|Upper respiratory tract infection|Skin and Appendages Disorders|Acne|Alopecia|Pruritus|Rash|Special Senses Other, Disorders|Taste perversion|Urinary System Disorders|Cystitis|Dysuria|Micturition frequency Renal calculus|Urinary incontinence|Urinary tract infection|Vascular (Extracardiac) Disorders|Flushing|â€ Percentages calculated with the number of subjects in each group as denominator|Leg Pain|Chest Pain|Central & Peripheral Nervous System Disorders|Hypoaesthesia|Dry Mouth|Gastroesophageal Reflux|Gamma-GT Increased|Weight Decrease|Difficulty with Memory NOS|Difficulty with Concentration/Attention|Psychomotor Slowing|Mood Problems|Cognitive Problem NOS|Libido Decreased|Reproductive Disorders, Female|Vaginal Hemorrhage|Infection Viral|Respiratory System Disorders|Bronchitis|Rhinitis|Dyspnea|Taste Perversion|Renal Calculus|Urinary Tract Infection|Micturition Frequency|Involuntary Muscle contractions|Increase in Gamma-GT|Weight loss|Difficulty with concentration or attention|Decrease in libido|Intermenstrual bleeding|Viral infection|Micturition frequency|Renal calculus|Involuntary muscle contractions|Personality disorder(behavior problems)|Intermenstrual Bleeding|Pediatric (6 to 15 Years)|Increase Gamma-GT|Viral Infection|Psychiatric disorders|Decreased in libido|Personality disorder (behaviour problems)|Reproductive Disorders, Femaleâ€ |Involuntary Muscle contraction|Central & Peripheral Nervous system Disorders Paresthesia Dizziness Hypoaesthesia Ataxia Hypertonia|Gastro-Intestinal System Disorders Diarrhea Constipation Gastritis Dry Mouth Gastroesophageal Reflux|Liver and Biliary System Disorders Gamma-GT Increased|Metabolic and nutritional Disorders Weight Decrease|Psychiatric Disorders Somnolence Anorexia Difficulty with Memory NOS Insomnia Depression Difficulty with Concentration/Attention Anxiety Psychomotor Slowing Mood Problems Confusion Cognitive Problem NOS Libido Decreased|Reproductive Disorders, female Vaginal Hemorrhage|Red Blood Cell disorders Anemia|Descrease in libido"
"Topotecan","Febrile neutropenia|Infections Sepsisa|Respiratory, thoracic, and mediastinal Dyspnea|Gastrointestinal|Vomiting|Nausea|Diarrhea|Abdominal pain|Intestinal obstruction|Constipation|General and administrative site conditions|Fatigue|Painb|Asthenia|Gastrointestinal Vomiting Nausea Diarrhea Abdominal pain Intestinal obstruction Constipation|General and administrative site conditions Fatigue Painb Asthenia|Respiratory, thoracic, and mediastinal|Dyspnea|Pneumonia|PainPain includes body pain, skeletal pain, and back pain.|Infections"
"Topotecan Hydrochloride","Infections Sepsisa|Respiratory, thoracic, and mediastinal Dyspnea|Gastrointestinal Vomiting Nausea Diarrhea Abdominal pain Intestinal obstruction Constipation|General and administrative site conditions Fatigue Painb Asthenia|Febrile neutropenia|Infections|Sepsisa|Respiratory, thoracic, and mediastinal|Dyspnea|Gastrointestinal|Vomiting|Nausea|Diarrhea|Abdominal pain|Intestinal obstruction|Constipation|General and administrative site conditions|Fatigue|Painb|Asthenia|Gastrointestinal Vomiting|Hematologic|Non-Hematologic|Sepsis a|Pain b"
"Toprol Xl","Dizziness/vertigo|Bradycardia|Accident and/or injury"
"Toremifene Citrate","Hot Flashes|Sweating|Nausea|Vaginal Discharge|Dizziness|Edema|Vomiting|Vaginal Bleeding"
"Torsemide","Headache|Excessive Urination|Dizziness|Rhinitis|Asthenia|Diarrhea|ECG Abnormality|Cough Increase|Constipation|Nausea|Arthralgia|Dyspepsia|Sore Throat|Myalgia|Chest Pain|Insomnia|Edema|Nervousness|Dyspespsia"
"Tosymra","Atypical sensations|Tingling|Warm/hot sensation|Burning sensation|Feeling of heaviness|Pressure sensation|Feeling of tightness|Numbness|Feeling strange|Tight feeling in head|Cardiovascular|Flushing|Chest discomfort|Tightness in chest|Pressure in chest|Ear, nose, and throat|Throat discomfort|Discomfort: nasal cavity/sinuses|Miscellaneous|Jaw discomfort|Musculoskeletal|Weakness|Neck pain/stiffness|Myalgia|Neurological|Dizziness/vertigo|Drowsiness/sedation|Headache|Skin|Sweating"
"Toujeo","Nasopharyngitis|Upper respiratory tract infection"
"Toujeo Max","Nasopharyngitis|Upper respiratory tract infection"
"Toviaz","Gastrointestinal disorders|Dry mouth|Constipation|Dyspepsia|Nausea|Abdominal pain upper|Infections|Urinary tract infection|Upper respiratory tract infection|Eye disorders|Dry eyes|Renal and urinary disorders|Dysuria|Urinary retention|Respiratory disorders|Cough|Dry throat|General disorders|Edema peripheral|Musculoskeletal disorders|Back pain|Psychiatric disorders|Insomnia|Investigations|ALT increased|GGT increased|Skin disorders|Rash"
"Tpoxx","Headache|Nausea|Abdominal paina|Vomiting"
"Tracleer","Respiratory Tract InfectionRespiratory Tract Infection combines the terms Nasopharyngitis, Upper Respiratory Tract Infection and Respiratory Tract Infection. Combined data from Study 351, BREATHE-1 and EARLY|Headache|Edema|Chest Pain|Syncope|Flushing|Hypotension|Sinusitis|Arthralgia|Serum Aminotransferases, abnormal|Palpitations|Anemia"
"Tradjenta","Nasopharyngitis|Diarrhea|Cough"
"Tramadol Hcl","Dizziness/Vertigo|Nausea|Constipation|Headache|Somnolence|Vomiting|Pruritus|Asthenia|Sweating|Dyspepsia|Dry Mouth|Diarrhea"
"Tramadol Hcl Er","Dizziness (not vertigo )|Nausea|Constipation|Headache|Somnolence|Flushing|Pruritus|Vomiting|Insomnia|Dry Mouth|Diarrhea|Asthenia|Postural hypotension|Sweating increased|Anorexia|Dizziness|Dry mouth|Fatigue|Vertigo|Dizziness (not vertigo)"
"Tramadol Hydrochloride","Dizziness (not vertigo)|Nausea|Constipation|Headache|Somnolence|Flushing|Pruritus|Vomiting|Insomnia|Dry Mouth|Diarrhea|Asthenia|Postural hypotension|Sweating increased|Anorexia|Dizziness/Vertigo|Sweating|Dyspepsia|Dizziness (not vertigo )|Dizziness|Dry mouth|Fatigue|Vertigo|Pruritis|Postural Hypotension|Sweating Increased|Arthralgia"
"Tramadol Hydrochloride And Acetaminophen","Constipation|Diarrhea|Nausea|Dry Mouth|Somnolence|Anorexia|Insomnia|Dizziness|Sweating Increased|Pruritus|Reproductive Disorders, Male*|Prostatic Disorder|Gastrointestinal System Disorders|Psychiatric Disorders|Central & Peripheral Nervous System|Skin and Appendages|Reproductive Disorders, Male *|Gastrointestinal System Disorders Constipation Diarrhea Nausea Dry Mouth Psychiatric Disorders Somnolence Anorexia Insomnia Central & Peripheral Nervous System Dizziness Skin and Appendages Sweating Increased Pruritus Reproductive Disorders, Male* Prostatic Disorder|Gastrointestinal System DisordersConstipation Diarrhea Nausea Dry Mouth|Psychiatric DisordersSomnolence Anorexia Insomnia|Central & Peripheral Nervous SystemDizziness|Skin and AppendagesSweating Increased Pruritus|Reproductive Disorders, Male*Prostatic Disorder"
"Tramadol Hydrochloride Extended-release","Headache|Nausea|Somnolence|Dizziness|Constipation|Vomiting|Arthralgia|Dry Mouth|Sweating|Asthenia|Pruritus|Anorexia|Insomnia"
"Trandolapril","Cough|Dizziness|Diarrhea"
"Tranexamic Acid","Headachea|Nasal & sinus symptomsb|Back pain|Abdominal painc|Musculoskeletal paind|Arthralgiae|Muscle cramps & spasms|Migraine|Anemia|Fatigue|Headache a|Nasal & sinus symptoms b|Abdominal pain c|Musculoskeletal pain d|Arthralgia e"
"Transderm Scop","Dry mouth|Dizziness|Somnolence|Agitation|Visual Impairment|Confusion|Mydriasis|Pharyngitis"
"Trazimera","Hypertension|Dizziness|Ejection Fraction Decreased|Palpitations|Cardiac ArrhythmiasHigher level grouping term.|Cardiac Failure Congestive|Cardiac Failure|Cardiac Disorder|Ventricular Dysfunction|Cough|Influenza|Dyspnea|URI|Rhinitis|Pharyngolaryngeal Pain|Sinusitis|Epistaxis|Pulmonary Hypertension|Interstitial Pneumonitis|Diarrhea|Nausea|Vomiting|Constipation|Dyspepsia|Upper Abdominal Pain|Arthralgia|Back Pain|Myalgia|Bone Pain|Muscle Spasm|Headache|Paraesthesia|Rash|Nail Disorders|Pruritus|Pyrexia|Edema Peripheral|Chills|Asthenia|Influenza-like Illness|Sudden Death|Nasopharyngitis|UTI|Hypersensitivity|Autoimmune Thyroiditis"
"Trazodone","Allergic|Skin Condition/Edema|Autonomic|Blurred Vision|Constipation|Dry Mouth|Cardiovascular|Hypertension|Hypotension|Syncope|CNS|Confusion|Decreased Concentration|Disorientation|Dizziness/Light-Headedness|Drowsiness|Fatigue|Headache|Nervousness|Gastrointestinal|Abdominal/Gastric Disorder|Diarrhea|Nausea/Vomiting|Musculoskeletal|Aches/Pains|Neurological|Incoordination|Tremors|Other|Eyes Red/Tired/Itching|Head Full-Heavy|Malaise|Nasal/Sinus Congestion|Weight Gain|Weight Loss"
"Trazodone Hcl","Allergic|Skin Condition/Edema|Autonomic|Blurred Vision|Constipation|Dry Mouth|Cardiovascular|Hypertension|Hypotension|Syncope|CNS|Confusion|Decreased Concentration|Disorientation|Dizziness/Light-Headedness|Drowsiness|Fatigue|Headache|Nervousness|Gastrointestinal|Abdominal/Gastric Disorder|Diarrhea|Nausea/Vomiting|Musculoskeletal|Aches/Pains|Neurological|Incoordination|Tremors|Other|Eyes Red/Tired/Itching|Head Full-Heavy|Malaise|Nasal/Sinus Congestion|Weight Gain|Weight Loss"
"Trazodone Hydrochloride","Somnolence/Sedation|Dizziness|Confusional state|Coordination abnormal|Headache|Nausea|Balance disorder/Gait disturbance|Balance disorder / Gait disturbance|Allergic|Skin Condition/Edema|Autonomic|Blurred Vision|Constipation|Dry Mouth|Cardiovascular|Hypertension|Hypotension|Syncope|CNS|Confusion|Decreased Concentration|Disorientation|Dizziness/Light-Headedness|Drowsiness|Fatigue|Nervousness|Gastrointestinal|Abdominal/Gastric Disorder|Diarrhea|Nausea/Vomiting|Musculoskeletal|Aches/Pains|Neurological|Incoordination|Tremors|Other|Eyes Red/Tired/Itching|Head Full-Heavy|Malaise|Nasal/Sinus Congestion|Weight Gain|Weight Loss"
"Treanda","Gastrointestinal disorders|Nausea|Vomiting|Diarrhea|General disorders and administration site conditions|Pyrexia|Fatigue|Asthenia|Chills|Immune system disorders|Hypersensitivity|Infections and infestations|Nasopharyngitis|Infection|Herpes simplex|Investigations|Weight decreased|Metabolism and nutrition disorders|Hyperuricemia|Respiratory, thoracic and mediastinal disorders|Cough|Skin and subcutaneous tissue disorders|Rash|Pruritus"
"Trelegy Ellipta","Nervous system disorders|Headache|Dysgeusia|Musculoskeletal and connective tissue disorders|Back pain|Respiratory, thoracic, and mediastinal disorders|Cough|Oropharyngeal pain|Gastrointestinal disorders|Diarrhea|Infections and infestations|Gastroenteritis"
"Trelstar","Application Site Disorders|Injection site pain|Hot flush|Pain|Leg pain|Fatigue|Cardiovascular Disorders|Hypertension|Central and Peripheral Nervous System Disorders|Headache|Dizziness|Gastrointestinal Disorders|Diarrhea|Vomiting|Musculoskeletal System Disorders|Skeletal pain|Psychiatric Disorders|Insomnia|Impotence|Emotional lability|Red Blood Cell Disorders|Anemia|Skin and Appendages Disorders|Pruritus|Urinary System Disorders|Urinary tract infection|Urinary retention"
"Tremfya","Upper respiratory infectionsUpper respiratory infections include nasopharyngitis, upper respiratory tract infection (URTI), pharyngitis, and viral URTI.|HeadacheHeadache includes headache and tension headache.|Injection site reactionsInjection site reactions include injection site erythema, bruising, hematoma, hemorrhage, swelling, edema, pruritus, pain, discoloration, induration, inflammation, and urticaria.|Arthralgia|Diarrhea|GastroenteritisGastroenteritis includes gastroenteritis and viral gastroenteritis.|Tinea infectionsTinea infections include tinea pedis, tinea cruris, tinea infection, and tinea manuum infections.|Herpes simplex infectionsHerpes simplex infections include oral herpes, herpes simplex, genital herpes, genital herpes simplex, and nasal herpes simplex."
"Treprostinil","Severe|Leading to discontinuation"
"Tresiba","Nasopharyngitis|Upper respiratory tract infection|Headache|Sinusitis|Gastroenteritis"
"Tretinoin","Dry Skin|Peeling/Scaling/Flaking Skin|Skin Burning Sensation|Erythema|Pruritus|Pain of Skin|Sunburn"
"Treximet","Nervous system disorders|Dizziness|Somnolence|Paresthesia|Gastrointestinal disorders|Nausea|Dyspepsia|Dry mouth|Pain and other pressure sensations|Chest discomfort/chest pain|Neck/throat/jaw pain/tightness/pressure"
"Tri-luma","Erythema|Desquamation|Burning|Dryness|Pruritus|Acne|Paresthesia|Telangiectasia|Hyperesthesia|Pigmentary changes|Irritation|Papules|Acne-like rash|Rosacea|Dry Mouth|Rash|Vesicles"
"Triamcinolone Acetonide","Hypopigmentation"
"Triazolam","Event|Central Nervous System|Drowsiness|Headache|Dizziness|Nervousness|Light-headedness|Coordination disorders/ataxia|Gastrointestinal|Nausea/vomiting"
"Tribenzor","Edema peripheral|Headache|Fatigue|Nasopharyngitis|Muscle spasms|Nausea|Upper respiratory tract infection|Diarrhea|Urinary tract infection|Joint swelling"
"Tricor","Abdominal Pain|Back Pain|Headache|DIGESTIVE|Nausea|Constipation|Abnormal Liver Function Tests|Increased ALT|Increased CPK|Increased AST|RESPIRATORY|Respiratory Disorder|Rhinitis"
"Triferic","General Disorders and Administration Site Conditions|Peripheral edema|Pyrexia|Asthenia|Fatigue|Infections and Infestations|Urinary tract infection|Injury, Poisoning, and Procedural Complications|Procedural hypotension|Arteriovenous fistula thrombosis|Arteriovenous fistula site hemorrhage|Musculoskeletal and Connective Tissue Disorders|Muscle spasms|Pain in extremity|Back pain|Nervous System Disorders|Headache|Respiratory, Thoracic and Mediastinal Disorders|Dyspnea"
"Trijardy Xr","Upper respiratory tract infection|Urinary tract infectiona|Nasopharyngitis|Diarrhea|Constipation|Headache|Gastroenteritis"
"Trikafta","Headache|Upper respiratory tract infectionIncludes upper respiratory tract infection and viral upper respiratory tract infection|Abdominal painIncludes abdominal pain, abdominal pain upper, abdominal pain lower|Diarrhea|RashIncludes: rash, rash generalized, rash erythematous, rash macular, rash pruritic|Alanine aminotransferase increased|Nasal congestion|Blood creatine phosphokinase increased|Aspartate aminotransferase increased|Rhinorrhea|Rhinitis|Influenza|Sinusitis|Blood bilirubin increased"
"Trileptal","Fatigue|Asthenia|Leg Edema|Increased Weight|Feeling Abnormal|Cardiovascular System|Hypotension|Digestive System|Nausea|Vomiting|Abdominal Pain|Diarrhea|Dyspepsia|Constipation|Gastritis|Metabolic and Nutritional Disorders|Hyponatremia|Musculoskeletal System|Muscle Weakness|Sprains and Strains|Nervous System|Headache|Dizziness|Somnolence|Ataxia|Nystagmus|Abnormal Gait|Insomnia|Tremor|Nervousness|Agitation|Abnormal Coordination|Abnormal EEG|Speech Disorder|Confusion|Cranial Injury NOS|Dysmetria|Abnormal Thinking|Respiratory System|Rhinitis|Skin and Appendages|Acne|Special Senses|Diplopia|Vertigo|Abnormal Vision|Abnormal Accommodation"
